provider	dotPath	method	fullUrl	docsUrl
simplefunctions	api.dashboard2.marketWatch.panels.reorder	POST	https://simplefunctions.dev/api/dashboard2/market-watch/panels/reorder	https://docs.simplefunctions.dev/api-reference/market-watch
simplefunctions	api.dashboard2.marketWatch.panels.update	PATCH	https://simplefunctions.dev/api/dashboard2/market-watch/panels/{id}	https://docs.simplefunctions.dev/api-reference/market-watch
simplefunctions	api.dashboard2.marketWatchV2	GET	https://simplefunctions.dev/api/dashboard2/market-watch-v2{query}	https://docs.simplefunctions.dev/api-reference/market-watch
simplefunctions	api.edges	GET	https://simplefunctions.dev/api/edges{query}	https://docs.simplefunctions.dev/api-reference/index-regime
simplefunctions	api.feed	GET	https://simplefunctions.dev/api/feed{query}	https://docs.simplefunctions.dev/api-reference/account
simplefunctions	api.intents	DELETE	https://simplefunctions.dev/api/intents/{id}	https://docs.simplefunctions.dev/api-reference/execution-intents
simplefunctions	api.intents	GET	https://simplefunctions.dev/api/intents{query}	https://docs.simplefunctions.dev/api-reference/execution-intents
simplefunctions	api.intents.create	POST	https://simplefunctions.dev/api/intents	https://docs.simplefunctions.dev/api-reference/execution-intents
simplefunctions	api.intents.retrieve	GET	https://simplefunctions.dev/api/intents/{id}	https://docs.simplefunctions.dev/api-reference/execution-intents
simplefunctions	api.intents.update	PATCH	https://simplefunctions.dev/api/intents/{id}	https://docs.simplefunctions.dev/api-reference/execution-intents
simplefunctions	api.keys	DELETE	https://simplefunctions.dev/api/keys/{id}	https://docs.simplefunctions.dev/api-reference/keys
simplefunctions	api.keys	GET	https://simplefunctions.dev/api/keys{query}	https://docs.simplefunctions.dev/api-reference/keys
simplefunctions	api.keys.create	POST	https://simplefunctions.dev/api/keys	https://docs.simplefunctions.dev/api-reference/keys
simplefunctions	api.mcp	GET	https://simplefunctions.dev/api/mcp/{transport}	https://docs.simplefunctions.dev/api-reference/tools
simplefunctions	api.mcp.call	POST	https://simplefunctions.dev/api/mcp/{transport}	https://docs.simplefunctions.dev/api-reference/tools
simplefunctions	api.portfolio.activity	GET	https://simplefunctions.dev/api/portfolio/activity{query}	https://docs.simplefunctions.dev/api-reference/portfolio
simplefunctions	api.portfolio.attribution.daily	GET	https://simplefunctions.dev/api/portfolio/attribution/daily{query}	https://docs.simplefunctions.dev/api-reference/portfolio
simplefunctions	api.portfolio.attribution.grouped	GET	https://simplefunctions.dev/api/portfolio/attribution/grouped{query}	https://docs.simplefunctions.dev/api-reference/portfolio
simplefunctions	api.portfolio.config	GET	https://simplefunctions.dev/api/portfolio/config	https://docs.simplefunctions.dev/api-reference/portfolio
simplefunctions	api.portfolio.config.update	PUT	https://simplefunctions.dev/api/portfolio/config{query}	https://docs.simplefunctions.dev/api-reference/portfolio
simplefunctions	api.portfolio.fills	GET	https://simplefunctions.dev/api/portfolio/fills{query}	https://docs.simplefunctions.dev/api-reference/portfolio
simplefunctions	api.portfolio.ledger	GET	https://simplefunctions.dev/api/portfolio/ledger{query}	https://docs.simplefunctions.dev/api-reference/portfolio
simplefunctions	api.portfolio.ledger.import.kalshi	POST	https://simplefunctions.dev/api/portfolio/ledger/import/kalshi{query}	https://docs.simplefunctions.dev/api-reference/portfolio
simplefunctions	api.portfolio.ledger.import.kalshi.pull	POST	https://simplefunctions.dev/api/portfolio/ledger/import/kalshi/pull{query}	https://docs.simplefunctions.dev/api-reference/portfolio
simplefunctions	api.portfolio.ledger.import.polymarket	POST	https://simplefunctions.dev/api/portfolio/ledger/import/polymarket{query}	https://docs.simplefunctions.dev/api-reference/portfolio
simplefunctions	api.portfolio.positions	GET	https://simplefunctions.dev/api/portfolio/positions{query}	https://docs.simplefunctions.dev/api-reference/portfolio
simplefunctions	api.portfolio.risk	GET	https://simplefunctions.dev/api/portfolio/risk{query}	https://docs.simplefunctions.dev/api-reference/portfolio
simplefunctions	api.portfolio.secrets	DELETE	https://simplefunctions.dev/api/portfolio/secrets{query}	https://docs.simplefunctions.dev/api-reference/portfolio
simplefunctions	api.portfolio.secrets.create	POST	https://simplefunctions.dev/api/portfolio/secrets{query}	https://docs.simplefunctions.dev/api-reference/portfolio
simplefunctions	api.portfolio.state	GET	https://simplefunctions.dev/api/portfolio/state	https://docs.simplefunctions.dev/api-reference/portfolio
simplefunctions	api.portfolio.state.update	PUT	https://simplefunctions.dev/api/portfolio/state{query}	https://docs.simplefunctions.dev/api-reference/portfolio
simplefunctions	api.portfolio.strategy	DELETE	https://simplefunctions.dev/api/portfolio/strategy{query}	https://docs.simplefunctions.dev/api-reference/portfolio
simplefunctions	api.portfolio.strategy	GET	https://simplefunctions.dev/api/portfolio/strategy{query}	https://docs.simplefunctions.dev/api-reference/portfolio
simplefunctions	api.portfolio.strategy.create	POST	https://simplefunctions.dev/api/portfolio/strategy{query}	https://docs.simplefunctions.dev/api-reference/portfolio
simplefunctions	api.portfolio.strategy.update	PUT	https://simplefunctions.dev/api/portfolio/strategy{query}	https://docs.simplefunctions.dev/api-reference/portfolio
simplefunctions	api.portfolio.ticks	GET	https://simplefunctions.dev/api/portfolio/ticks{query}	https://docs.simplefunctions.dev/api-reference/portfolio
simplefunctions	api.portfolio.ticks.create	POST	https://simplefunctions.dev/api/portfolio/ticks{query}	https://docs.simplefunctions.dev/api-reference/portfolio
simplefunctions	api.portfolio.ticks.retrieve	GET	https://simplefunctions.dev/api/portfolio/ticks/{id}	https://docs.simplefunctions.dev/api-reference/portfolio
simplefunctions	api.portfolio.trades	GET	https://simplefunctions.dev/api/portfolio/trades{query}	https://docs.simplefunctions.dev/api-reference/portfolio
simplefunctions	api.portfolio.trades.create	POST	https://simplefunctions.dev/api/portfolio/trades{query}	https://docs.simplefunctions.dev/api-reference/portfolio
simplefunctions	api.portfolio.trades.retrieve	GET	https://simplefunctions.dev/api/portfolio/trades/{id}	https://docs.simplefunctions.dev/api-reference/portfolio
simplefunctions	api.portfolio.trigger	POST	https://simplefunctions.dev/api/portfolio/trigger{query}	https://docs.simplefunctions.dev/api-reference/portfolio
simplefunctions	api.portfolio.views	DELETE	https://simplefunctions.dev/api/portfolio/views{query}	https://docs.simplefunctions.dev/api-reference/portfolio
simplefunctions	api.portfolio.views	GET	https://simplefunctions.dev/api/portfolio/views{query}	https://docs.simplefunctions.dev/api-reference/portfolio
simplefunctions	api.portfolio.views.create	POST	https://simplefunctions.dev/api/portfolio/views{query}	https://docs.simplefunctions.dev/api-reference/portfolio
simplefunctions	api.portfolio.views.update	PUT	https://simplefunctions.dev/api/portfolio/views{query}	https://docs.simplefunctions.dev/api-reference/portfolio
simplefunctions	api.prompt	GET	https://simplefunctions.dev/api/prompt	https://docs.simplefunctions.dev/api-reference/tools
simplefunctions	api.proxy.stt	POST	https://simplefunctions.dev/api/proxy/stt	https://docs.simplefunctions.dev/api-reference/tools
simplefunctions	api.proxy.tts	POST	https://simplefunctions.dev/api/proxy/tts	https://docs.simplefunctions.dev/api-reference/tools
simplefunctions	api.public.answer	GET	https://simplefunctions.dev/api/public/answer/{slug}	https://docs.simplefunctions.dev/api-reference/public-market-data
simplefunctions	api.public.briefing	GET	https://simplefunctions.dev/api/public/briefing{query}	https://docs.simplefunctions.dev/reference/daily-data
simplefunctions	api.public.calendar	GET	https://simplefunctions.dev/api/public/calendar{query}	https://docs.simplefunctions.dev/api-reference/index-regime
simplefunctions	api.public.calibration	GET	https://simplefunctions.dev/api/public/calibration{query}	https://docs.simplefunctions.dev/api-reference/index-regime
simplefunctions	api.public.congress.member	GET	https://simplefunctions.dev/api/public/congress/member/{id}	https://docs.simplefunctions.dev/api-reference/public-market-data
simplefunctions	api.public.congress.members	GET	https://simplefunctions.dev/api/public/congress/members{query}	https://docs.simplefunctions.dev/api-reference/public-market-data
simplefunctions	api.public.contagion	GET	https://simplefunctions.dev/api/public/contagion{query}	https://docs.simplefunctions.dev/api-reference/public-market-data
simplefunctions	api.public.context	GET	https://simplefunctions.dev/api/public/context{query}	https://docs.simplefunctions.dev/reference/daily-data
simplefunctions	api.public.crossVenue.pairs	GET	https://simplefunctions.dev/api/public/cross-venue/pairs{query}	https://docs.simplefunctions.dev/api-reference/public-market-data
simplefunctions	api.public.crossVenue.stats	GET	https://simplefunctions.dev/api/public/cross-venue/stats{query}	https://docs.simplefunctions.dev/api-reference/public-market-data
simplefunctions	api.public.databento	GET	https://simplefunctions.dev/api/public/databento{query}	https://docs.simplefunctions.dev/api-reference/public-market-data
simplefunctions	api.public.diff	GET	https://simplefunctions.dev/api/public/diff{query}	https://docs.simplefunctions.dev/api-reference/public-market-data
simplefunctions	api.public.discuss	POST	https://simplefunctions.dev/api/public/discuss	https://docs.simplefunctions.dev/api-reference/public-market-data
simplefunctions	api.public.fred	GET	https://simplefunctions.dev/api/public/fred{query}	https://docs.simplefunctions.dev/api-reference/gov-econ
simplefunctions	api.public.glossary	GET	https://simplefunctions.dev/api/public/glossary{query}	https://docs.simplefunctions.dev/reference/daily-data
simplefunctions	api.public.glossary.entry	GET	https://simplefunctions.dev/api/public/glossary/{slug}	https://docs.simplefunctions.dev/reference/daily-data
simplefunctions	api.public.guide	GET	https://simplefunctions.dev/api/public/guide	https://docs.simplefunctions.dev/api-reference/public-market-data
simplefunctions	api.public.highlights	GET	https://simplefunctions.dev/api/public/highlights{query}	https://docs.simplefunctions.dev/api-reference/public-market-data
simplefunctions	api.public.ideas	GET	https://simplefunctions.dev/api/public/ideas{query}	https://docs.simplefunctions.dev/reference/daily-data
simplefunctions	api.public.ideas.byId	GET	https://simplefunctions.dev/api/public/ideas/{id}	https://docs.simplefunctions.dev/reference/daily-data
simplefunctions	api.public.index	GET	https://simplefunctions.dev/api/public/index	https://docs.simplefunctions.dev/api-reference/index-regime
simplefunctions	api.public.index.history	GET	https://simplefunctions.dev/api/public/index/history{query}	https://docs.simplefunctions.dev/api-reference/index-regime
simplefunctions	api.public.legislation	GET	https://simplefunctions.dev/api/public/legislation{query}	https://docs.simplefunctions.dev/api-reference/gov-econ
simplefunctions	api.public.legislation.byBillId	GET	https://simplefunctions.dev/api/public/legislation/{billId}	https://docs.simplefunctions.dev/api-reference/gov-econ
simplefunctions	api.public.liquidityByTheme	GET	https://simplefunctions.dev/api/public/liquidity-by-theme{query}	https://docs.simplefunctions.dev/api-reference/public-market-data
simplefunctions	api.public.liveTickers	GET	https://simplefunctions.dev/api/public/live-tickers{query}	https://docs.simplefunctions.dev/api-reference/public-market-data
simplefunctions	api.public.market	GET	https://simplefunctions.dev/api/public/market/{ticker}{query}	https://docs.simplefunctions.dev/api-reference/market-detail
simplefunctions	api.public.market.candles	GET	https://simplefunctions.dev/api/public/market/{ticker}/candles{query}	https://docs.simplefunctions.dev/api-reference/public-market-data
simplefunctions	api.public.market.history	GET	https://simplefunctions.dev/api/public/market/{ticker}/history	https://docs.simplefunctions.dev/api-reference/market-detail
simplefunctions	api.public.marketMicrostructureHistory	GET	https://simplefunctions.dev/api/public/market-microstructure-history{query}	https://docs.simplefunctions.dev/api-reference/public-market-data
simplefunctions	api.public.markets	GET	https://simplefunctions.dev/api/public/markets{query}	https://docs.simplefunctions.dev/api-reference/public-market-data
simplefunctions	api.public.newmarkets	GET	https://simplefunctions.dev/api/public/newmarkets{query}	https://docs.simplefunctions.dev/api-reference/public-market-data
simplefunctions	api.public.odds	GET	https://simplefunctions.dev/api/public/odds{query}	https://docs.simplefunctions.dev/api-reference/public-market-data
simplefunctions	api.public.oddsMd	GET	https://simplefunctions.dev/api/public/odds.md{query}	https://docs.simplefunctions.dev/api-reference/public-market-data
simplefunctions	api.public.opinions	GET	https://simplefunctions.dev/api/public/opinions{query}	https://docs.simplefunctions.dev/api-reference/public-market-data
simplefunctions	api.public.opinions.entry	GET	https://simplefunctions.dev/api/public/opinions/{slug}	https://docs.simplefunctions.dev/api-reference/public-market-data
simplefunctions	api.public.query	GET	https://simplefunctions.dev/api/public/query{query}	https://docs.simplefunctions.dev/api-reference/query
simplefunctions	api.public.queryEcon	GET	https://simplefunctions.dev/api/public/query-econ{query}	https://docs.simplefunctions.dev/api-reference/gov-econ
simplefunctions	api.public.queryGov	GET	https://simplefunctions.dev/api/public/query-gov{query}	https://docs.simplefunctions.dev/api-reference/gov-econ
simplefunctions	api.public.regime.scan	GET	https://simplefunctions.dev/api/public/regime/scan{query}	https://docs.simplefunctions.dev/api-reference/index-regime
simplefunctions	api.public.scan	GET	https://simplefunctions.dev/api/public/scan{query}	https://docs.simplefunctions.dev/api-reference/public-market-data
simplefunctions	api.public.screen	GET	https://simplefunctions.dev/api/public/screen{query}	https://docs.simplefunctions.dev/api-reference/public-market-data
simplefunctions	api.public.screenByTickers	GET	https://simplefunctions.dev/api/public/screen-by-tickers{query}	https://docs.simplefunctions.dev/api-reference/public-market-data
simplefunctions	api.public.search	GET	https://simplefunctions.dev/api/public/search{query}	https://docs.simplefunctions.dev/api-reference/public-market-data
simplefunctions	api.public.skill	GET	https://simplefunctions.dev/api/public/skill/{slug}	https://docs.simplefunctions.dev/api-reference/public-market-data
simplefunctions	api.public.skills	GET	https://simplefunctions.dev/api/public/skills{query}	https://docs.simplefunctions.dev/api-reference/public-market-data
simplefunctions	api.public.technicals	GET	https://simplefunctions.dev/api/public/technicals{query}	https://docs.simplefunctions.dev/api-reference/public-market-data
simplefunctions	api.public.technicals.entry	GET	https://simplefunctions.dev/api/public/technicals/{slug}	https://docs.simplefunctions.dev/api-reference/public-market-data
simplefunctions	api.public.theses	GET	https://simplefunctions.dev/api/public/theses{query}	https://docs.simplefunctions.dev/reference/daily-data
simplefunctions	api.public.thesis	GET	https://simplefunctions.dev/api/public/thesis/{slug}	https://docs.simplefunctions.dev/reference/daily-data
simplefunctions	api.public.topic	GET	https://simplefunctions.dev/api/public/topic/{slug}	https://docs.simplefunctions.dev/api-reference/public-market-data
simplefunctions	api.public.tradMarkets	GET	https://simplefunctions.dev/api/public/trad-markets{query}	https://docs.simplefunctions.dev/api-reference/public-market-data
simplefunctions	api.public.yieldCurves	GET	https://simplefunctions.dev/api/public/yield-curves	https://docs.simplefunctions.dev/api-reference/public-market-data
simplefunctions	api.public.yieldCurves.event	GET	https://simplefunctions.dev/api/public/yield-curves/{event}	https://docs.simplefunctions.dev/api-reference/public-market-data
simplefunctions	api.runtime.exec	GET	https://simplefunctions.dev/api/runtime/exec{query}	https://docs.simplefunctions.dev/api-reference/execution-intents
simplefunctions	api.runtime.exec.trigger	POST	https://simplefunctions.dev/api/runtime/exec	https://docs.simplefunctions.dev/api-reference/execution-intents
simplefunctions	api.signup	POST	https://simplefunctions.dev/api/signup	https://docs.simplefunctions.dev/api-reference/keys
simplefunctions	api.skills	GET	https://simplefunctions.dev/api/skills{query}	https://docs.simplefunctions.dev/api-reference/tools
simplefunctions	api.thesis	DELETE	https://simplefunctions.dev/api/thesis/{id}	https://docs.simplefunctions.dev/api-reference/thesis
simplefunctions	api.thesis	GET	https://simplefunctions.dev/api/thesis{query}	https://docs.simplefunctions.dev/api-reference/thesis
simplefunctions	api.thesis.augment	POST	https://simplefunctions.dev/api/thesis/{id}/augment{query}	https://docs.simplefunctions.dev/api-reference/thesis
simplefunctions	api.thesis.byTicker	GET	https://simplefunctions.dev/api/thesis/by-ticker/{ticker}	https://docs.simplefunctions.dev/api-reference/thesis
simplefunctions	api.thesis.changes	GET	https://simplefunctions.dev/api/thesis/{id}/changes{query}	https://docs.simplefunctions.dev/api-reference/thesis
simplefunctions	api.thesis.context	GET	https://simplefunctions.dev/api/thesis/{id}/context	https://docs.simplefunctions.dev/api-reference/thesis
simplefunctions	api.thesis.create	POST	https://simplefunctions.dev/api/thesis/create{query}	https://docs.simplefunctions.dev/api-reference/thesis
simplefunctions	api.thesis.evaluate	POST	https://simplefunctions.dev/api/thesis/{id}/evaluate	https://docs.simplefunctions.dev/api-reference/thesis
simplefunctions	api.thesis.evaluations	GET	https://simplefunctions.dev/api/thesis/{id}/evaluations	https://docs.simplefunctions.dev/api-reference/thesis
simplefunctions	api.thesis.fork	POST	https://simplefunctions.dev/api/thesis/{id}/fork	https://docs.simplefunctions.dev/api-reference/thesis
simplefunctions	api.thesis.heartbeat	GET	https://simplefunctions.dev/api/thesis/{id}/heartbeat	https://docs.simplefunctions.dev/api-reference/thesis
simplefunctions	api.thesis.heartbeat.update	PATCH	https://simplefunctions.dev/api/thesis/{id}/heartbeat	https://docs.simplefunctions.dev/api-reference/thesis
simplefunctions	api.thesis.nodes	POST	https://simplefunctions.dev/api/thesis/{id}/nodes	https://docs.simplefunctions.dev/api-reference/thesis
simplefunctions	api.thesis.positions	DELETE	https://simplefunctions.dev/api/thesis/{id}/positions/{posId}	https://docs.simplefunctions.dev/api-reference/thesis
simplefunctions	api.thesis.positions.create	POST	https://simplefunctions.dev/api/thesis/{id}/positions	https://docs.simplefunctions.dev/api-reference/thesis
simplefunctions	api.thesis.positions.list	GET	https://simplefunctions.dev/api/thesis/{id}/positions	https://docs.simplefunctions.dev/api-reference/thesis
simplefunctions	api.thesis.positions.update	PATCH	https://simplefunctions.dev/api/thesis/{id}/positions/{posId}	https://docs.simplefunctions.dev/api-reference/thesis
simplefunctions	api.thesis.prompt	GET	https://simplefunctions.dev/api/thesis/{id}/prompt	https://docs.simplefunctions.dev/api-reference/thesis
simplefunctions	api.thesis.publish	POST	https://simplefunctions.dev/api/thesis/{id}/publish	https://docs.simplefunctions.dev/api-reference/thesis
simplefunctions	api.thesis.retrieve	GET	https://simplefunctions.dev/api/thesis/{id}{query}	https://docs.simplefunctions.dev/api-reference/thesis
simplefunctions	api.thesis.signal	POST	https://simplefunctions.dev/api/thesis/{id}/signal	https://docs.simplefunctions.dev/api-reference/thesis
simplefunctions	api.thesis.strategies	DELETE	https://simplefunctions.dev/api/thesis/{id}/strategies/{sid}	https://docs.simplefunctions.dev/api-reference/thesis
simplefunctions	api.thesis.strategies.create	POST	https://simplefunctions.dev/api/thesis/{id}/strategies	https://docs.simplefunctions.dev/api-reference/thesis
simplefunctions	api.thesis.strategies.list	GET	https://simplefunctions.dev/api/thesis/{id}/strategies{query}	https://docs.simplefunctions.dev/api-reference/thesis
simplefunctions	api.thesis.strategies.update	PATCH	https://simplefunctions.dev/api/thesis/{id}/strategies/{sid}	https://docs.simplefunctions.dev/api-reference/thesis
simplefunctions	api.thesis.unpublish	DELETE	https://simplefunctions.dev/api/thesis/{id}/publish	https://docs.simplefunctions.dev/api-reference/thesis
simplefunctions	api.thesis.update	PATCH	https://simplefunctions.dev/api/thesis/{id}	https://docs.simplefunctions.dev/api-reference/thesis
simplefunctions	api.thesis.videoData	GET	https://simplefunctions.dev/api/thesis/{id}/video-data	https://docs.simplefunctions.dev/api-reference/thesis
simplefunctions	api.thesis.videos.create	POST	https://simplefunctions.dev/api/thesis/{id}/videos	https://docs.simplefunctions.dev/api-reference/thesis
simplefunctions	api.thesis.videos.list	GET	https://simplefunctions.dev/api/thesis/{id}/videos	https://docs.simplefunctions.dev/api-reference/thesis
simplefunctions	api.thesis.whatif	POST	https://simplefunctions.dev/api/thesis/{id}/whatif	https://docs.simplefunctions.dev/api-reference/thesis
simplefunctions	api.tools	GET	https://simplefunctions.dev/api/tools{query}	https://docs.simplefunctions.dev/api-reference/tools
simplefunctions	api.watch	DELETE	https://simplefunctions.dev/api/watch/{id}	https://docs.simplefunctions.dev/api-reference/watch-alerts
simplefunctions	api.watch	GET	https://simplefunctions.dev/api/watch{query}	https://docs.simplefunctions.dev/api-reference/watch-alerts
simplefunctions	api.watch.create	POST	https://simplefunctions.dev/api/watch	https://docs.simplefunctions.dev/api-reference/watch-alerts
simplefunctions	api.watch.identify	POST	https://simplefunctions.dev/api/watch/identify	https://docs.simplefunctions.dev/api-reference/watch-alerts
simplefunctions	api.watch.refresh	POST	https://simplefunctions.dev/api/watch/{id}/refresh	https://docs.simplefunctions.dev/api-reference/watch-alerts
simplefunctions	api.watch.retrieve	GET	https://simplefunctions.dev/api/watch/{id}	https://docs.simplefunctions.dev/api-reference/watch-alerts
simplefunctions	api.watch.update	PATCH	https://simplefunctions.dev/api/watch/{id}	https://docs.simplefunctions.dev/api-reference/watch-alerts
simplefunctions	api.webhookEndpoints	DELETE	https://simplefunctions.dev/api/webhook-endpoints/{id}	https://docs.simplefunctions.dev/api-reference/watch-alerts
simplefunctions	api.webhookEndpoints	GET	https://simplefunctions.dev/api/webhook-endpoints{query}	https://docs.simplefunctions.dev/api-reference/watch-alerts
simplefunctions	api.webhookEndpoints.create	POST	https://simplefunctions.dev/api/webhook-endpoints	https://docs.simplefunctions.dev/api-reference/watch-alerts
simplefunctions	api.webhookEndpoints.test	POST	https://simplefunctions.dev/api/webhook-endpoints/{id}/test	https://docs.simplefunctions.dev/api-reference/watch-alerts
simplefunctions	api.webhookEndpoints.update	PATCH	https://simplefunctions.dev/api/webhook-endpoints/{id}	https://docs.simplefunctions.dev/api-reference/watch-alerts
simplefunctions	api.x.account	GET	https://simplefunctions.dev/api/x/account{query}	https://docs.simplefunctions.dev/inventory/surface-map
simplefunctions	api.x.news	GET	https://simplefunctions.dev/api/x/news{query}	https://docs.simplefunctions.dev/inventory/surface-map
simplefunctions	api.x.search	GET	https://simplefunctions.dev/api/x/search{query}	https://docs.simplefunctions.dev/inventory/surface-map
simplefunctions	api.x.volume	GET	https://simplefunctions.dev/api/x/volume{query}	https://docs.simplefunctions.dev/inventory/surface-map
simplefunctions	data.v1.candles	GET	https://data.simplefunctions.dev/v1/candles/{ticker}{query}	https://docs.simplefunctions.dev/reference/realtime-data
simplefunctions	data.v1.heartbeat	GET	https://data.simplefunctions.dev/v1/heartbeat	https://docs.simplefunctions.dev/reference/realtime-data
simplefunctions	data.v1.markets	GET	https://data.simplefunctions.dev/v1/markets{query}	https://docs.simplefunctions.dev/reference/realtime-data
simplefunctions	data.v1.markets.featured	GET	https://data.simplefunctions.dev/v1/markets/featured{query}	https://docs.simplefunctions.dev/reference/realtime-data
simplefunctions	data.v1.markets.retrieve	GET	https://data.simplefunctions.dev/v1/markets/{ticker}	https://docs.simplefunctions.dev/reference/realtime-data
simplefunctions	data.v1.movers	GET	https://data.simplefunctions.dev/v1/movers{query}	https://docs.simplefunctions.dev/reference/realtime-data
simplefunctions	data.v1.orderbook	GET	https://data.simplefunctions.dev/v1/orderbook/{ticker}	https://docs.simplefunctions.dev/reference/realtime-data
simplefunctions	data.v1.search	GET	https://data.simplefunctions.dev/v1/search{query}	https://docs.simplefunctions.dev/reference/realtime-data
simplefunctions	data.v1.snapshot	GET	https://data.simplefunctions.dev/v1/snapshot	https://docs.simplefunctions.dev/reference/realtime-data
simplefunctions	data.v1.trades	GET	https://data.simplefunctions.dev/v1/trades/{ticker}{query}	https://docs.simplefunctions.dev/reference/realtime-data
alibaba	api.v1.services.aigc.imageGeneration.generation	POST	https://dashscope.aliyuncs.com/api/v1/services/aigc/image-generation/generation
alibaba	api.v1.services.aigc.multimodalGeneration.generation	POST	https://dashscope.aliyuncs.com/api/v1/services/aigc/multimodal-generation/generation	https://www.alibabacloud.com/help/en/model-studio/qwen-image-edit
alibaba	api.v1.services.aigc.videoGeneration.videoSynthesis	POST	https://dashscope.aliyuncs.com/api/v1/services/aigc/video-generation/video-synthesis	https://help.aliyun.com/zh/model-studio
alibaba	api.v1.tasks	GET	https://dashscope.aliyuncs.com/api/v1/tasks/{taskId}	https://help.aliyun.com/zh/model-studio
alibaba	api.v1.uploads	GET	https://dashscope.aliyuncs.com/api/v1/uploads	https://help.aliyun.com/zh/model-studio
alibaba	compatibleMode.v1.chat.completions	POST	https://dashscope.aliyuncs.com/compatible-mode/v1/chat/completions	https://help.aliyun.com/zh/model-studio
alibaba	compatibleMode.v1.models	GET	https://dashscope.aliyuncs.com/compatible-mode/v1/models	https://help.aliyun.com/zh/model-studio
binance	api.v3.ping	GET	https://api.binance.com/api/v3/ping	https://developers.binance.com/docs/binance-spot-api-docs/rest-api/general-endpoints#test-connectivity
binance	api.v3.referencePrice	GET	https://api.binance.com/api/v3/referencePrice{query}	https://developers.binance.com/docs/binance-spot-api-docs/rest-api/market-data-endpoints#query-reference-price
binance	api.v3.referencePrice.calculation	GET	https://api.binance.com/api/v3/referencePrice/calculation{query}	https://developers.binance.com/docs/binance-spot-api-docs/rest-api/market-data-endpoints#query-reference-price-calculation
binance	api.v3.exchangeInfo	GET	https://api.binance.com/api/v3/exchangeInfo{query}	https://developers.binance.com/docs/binance-spot-api-docs/rest-api/general-endpoints#exchange-information
